지역,업종,사업체규모,연차휴가부여,연차휴가사용,연령대,성별,학력,직업,월평균소득구간
10,9,5,12,12,40대,1,4,3,4
1,15,5,19,16,40대,1,3,3,3
9,4,2,0,0,30대,2,3,3,2
16,8,2,0,0,50대,2,2,4,3
4,11,2,0,0,40대,2,4,3,3
10,5,2,0,0,50대,1,4,1,5
11,4,5,18,4,30대,2,4,3,4
12,2,6,15,10,20대,1,4,3,4
1,8,2,0,0,30대,1,2,4,3
8,3,6,15,15,50대,2,2,3,4
2,16,3,15,10,20대,2,4,3,2
6,13,5,15,5,20대,2,4,3,3
1,11,6,12,0,30대,1,3,3,3
16,2,2,15,0,50대,1,4,3,3
10,1,3,15,7,50대,2,2,3,3
9,2,2,15,14,40대,1,4,7,3
10,11,2,15,13,50대,1,3,3,5
8,15,6,18,7,40대,2,4,4,4
1,10,6,16,13,30대,2,4,3,3
5,12,4,17,9,30대,1,5,3,4
7,16,2,16,15,40대,2,4,4,3
3,15,2,0,0,50대,1,4,4,3
4,11,2,0,0,40대,2,2,3,3
3,15,4,20,15,30대,1,4,3,3
9,9,4,16,8,30대,1,4,3,4
16,2,2,15,14,20대,2,4,3,2
9,2,4,12,6,30대,2,2,3,2
4,11,3,15,15,40대,2,2,3,2
5,9,5,17,8,30대,1,4,3,3
1,6,6,17,12,20대,2,2,3,2
3,16,2,16,10,20대,2,4,3,2
6,8,2,0,0,30대,1,2,4,2
7,3,4,22,10,20대,2,2,3,2
11,9,2,22,8,50대,2,4,3,3
6,7,6,18,0,40대,1,2,3,4
3,16,3,15,0,40대,1,2,8,4
15,8,2,0,0,40대,2,2,4,5
1,14,3,5,5,30대,2,3,2,2
9,14,6,15,10,30대,2,4,4,3
1,16,3,12,12,20대,2,4,4,2
9,11,2,15,0,30대,2,4,3,4
11,4,5,18,7,30대,1,4,3,3
1,9,5,16,14,20대,1,4,3,2
1,13,6,12,0,40대,2,4,3,4
12,8,5,14,14,30대,1,3,4,3
2,13,6,0,0,30대,1,3,4,4
9,16,2,0,0,50대,2,2,7,3
3,5,2,15,10,30대,1,4,3,3
8,15,6,10,7,40대,1,4,4,3
16,10,3,14,9,30대,1,4,3,4
1,14,2,7,7,20대,2,4,2,2
2,16,3,15,8,40대,1,2,4,5
9,16,3,0,0,50대,2,4,3,3
9,2,2,22,5,40대,2,3,3,3
16,13,3,15,7,40대,2,4,3,3
9,2,4,16,13,30대,2,4,3,3
1,15,6,17,7,30대,2,4,2,2
9,2,3,17,0,50대,2,2,3,3
2,6,3,11,0,40대,2,2,4,2
1,13,6,12,6,30대,2,4,3,2
11,4,3,8,8,20대,2,4,3,3
14,14,2,17,17,30대,2,4,3,3
7,12,2,21,21,40대,2,3,3,4
3,14,3,15,14,40대,2,4,4,6
3,14,6,19,19,30대,2,3,3,4
4,15,2,0,0,40대,2,4,4,2
3,5,2,15,9,30대,1,4,3,3
5,16,4,13,0,30대,2,4,4,3
12,5,4,14,10,30대,1,4,3,3
15,13,6,11,11,30대,1,4,3,2
2,13,6,16,10,30대,1,4,3,3
1,6,2,15,13,40대,1,4,4,4
11,5,4,0,0,50대,2,2,3,4
14,12,2,15,15,40대,2,2,3,3
6,13,4,12,8,50대,1,3,1,5
5,12,4,15,6,30대,1,5,3,4
16,15,4,21,3,30대,2,4,2,4
7,14,5,16,12,20대,2,4,4,3
14,5,3,0,0,60대,1,4,3,4
1,14,6,15,0,20대,2,3,4,3
2,16,4,13,0,30대,2,4,3,2
8,3,6,16,15,50대,1,4,3,3
16,9,4,15,15,20대,1,4,3,3
16,12,6,13,10,40대,2,4,2,4
9,15,4,21,18,30대,1,4,3,3
9,14,6,15,7,20대,2,4,3,3
1,12,2,15,14,40대,2,3,3,3
1,14,4,15,0,40대,2,3,1,3
4,12,2,15,10,30대,2,3,3,3
1,13,6,13,5,30대,2,4,3,3
9,2,4,0,0,40대,2,4,3,4
3,13,3,15,12,40대,2,2,3,3
5,12,6,16,16,20대,1,2,3,2
9,7,4,10,0,40대,1,4,3,3
16,13,3,15,14,30대,2,4,3,3
2,6,6,22,10,30대,2,4,3,6
2,4,5,7,0,40대,1,3,4,4
1,13,6,15,15,30대,2,4,3,2
7,13,5,16,3,30대,1,3,8,3
17,11,4,24,3,20대,1,3,3,3
1,4,2,0,0,20대,1,4,4,3
1,16,4,15,10,40대,2,4,3,3
1,4,3,20,20,30대,2,4,3,3
2,16,3,12,12,40대,1,2,4,5
3,9,2,22,11,30대,1,4,3,4
6,3,4,17,7,30대,2,4,3,3
9,6,2,12,6,30대,2,4,3,3
3,8,3,18,18,40대,2,4,4,4
1,9,6,15,5,20대,2,3,3,2
4,2,2,12,12,30대,1,2,3,3
6,3,5,15,14,20대,2,4,3,2
4,8,3,15,10,30대,1,3,4,3
1,4,6,13,13,20대,1,4,4,5
15,2,4,10,10,30대,1,3,3,2
16,5,3,25,6,30대,2,3,3,2
5,2,3,15,5,30대,2,4,3,3
16,8,3,0,0,20대,1,2,4,3
1,10,6,15,14,30대,2,2,5,2
9,9,2,0,0,30대,1,4,8,3
3,13,2,10,5,40대,2,3,3,3
12,2,6,16,12,40대,1,4,8,4
11,11,2,16,4,40대,2,4,3,3
9,8,2,0,0,50대,1,2,7,4
9,14,6,17,0,30대,2,4,3,3
13,13,4,16,16,30대,2,4,3,3
3,8,4,19,19,30대,2,4,4,3
5,10,6,15,14,40대,2,3,5,3
1,7,2,17,8,30대,2,4,3,3
2,7,4,22,15,40대,1,4,3,97
1,9,6,22,12,30대,1,4,3,4
5,2,3,15,10,20대,2,4,3,2
2,6,2,15,15,40대,2,3,5,3
9,16,2,12,0,30대,2,3,4,2
14,10,2,17,17,40대,2,4,3,5
12,2,4,18,10,40대,1,4,3,4
1,4,2,18,15,40대,1,4,3,4
3,12,3,13,7,20대,2,4,3,3
9,16,2,0,0,30대,2,4,3,3
3,2,3,15,8,40대,2,2,3,5
3,14,2,15,10,20대,2,3,3,2
2,15,5,12,5,30대,1,2,7,2
12,2,4,15,7,30대,1,4,3,3
13,9,6,22,20,20대,2,2,3,2
15,11,3,18,10,40대,2,2,3,3
17,11,4,15,10,20대,1,3,3,3
9,2,4,13,11,20대,2,3,3,3
5,6,4,15,0,30대,1,3,5,2
16,10,3,16,8,20대,2,4,3,3
12,2,6,18,0,30대,1,4,3,4
2,6,5,20,5,40대,2,4,4,4
15,13,6,15,5,20대,2,4,3,2
9,8,2,0,0,50대,2,2,7,3
